Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2017-08-24,Pull Up,Back,0.0,8,,,,""
2017-08-24,Overhead Press,Shoulders,50.0,10,,,,""
2017-08-24,Plank,Abs,0.0,30,,,,""
2017-08-24,Plank,Abs,0.0,30,,,,""
2017-08-24,Lateral Dumbbell Raise,Shoulders,18.0,10,,,,""
2017-08-24,Lateral Dumbbell Raise,Shoulders,20.0,8,,,,""
2017-08-24,Overhead Press,Shoulders,60.0,7,,,,""
2017-08-24,S&C,Cardio,60.0,7,,,,"2 clean and press 2 clean and press KB ES"
2017-09-03,Barbell Squat,Legs,120.0,5,,,,""
2017-09-03,Barbell Squat,Legs,130.0,5,,,,""
2017-09-03,Barbell Squat,Legs,140.0,5,,,,""
2017-09-03,Barbell Squat,Legs,150.0,5,,,,""
2017-09-03,Barbell Front Squat,Legs,100.0,6,,,,""
2017-09-03,Barbell Front Squat,Legs,100.0,4,,,,""
2017-09-03,Barbell Front Squat,Legs,100.0,6,,,,""
2017-09-03,Barbell Squat,Legs,160.0,2,,,,""
2017-09-09,Safety Squat Bar,Legs,110.0,5,,,,""
2017-09-09,Safety Squat Bar,Legs,120.0,5,,,,""
2017-09-09,Safety Squat Bar,Legs,130.0,5,,,,""
2017-09-09,Safety Squat Bar,Legs,140.0,3,,,,""
2017-09-09,Vertical Leg Press,Legs,80.0,15,,,,""
2017-09-09,Vertical Leg Press,Legs,130.0,15,,,,""
2017-09-09,Vertical Leg Press,Legs,170.0,12,,,,""
2017-09-09,Leg Press,Legs,230.0,12,,,,""
2017-09-09,Leg Press,Legs,250.0,12,,,,""
2017-09-09,Leg Press,Legs,270.0,12,,,,""
2017-09-10,Flat Barbell Bench Press,Chest,80.0,3,,,,""
2017-09-10,Barbell Row,Back,80.0,3,,,,""
2017-09-10,Flat Barbell Bench Press,Chest,90.0,5,,,,""
2017-09-10,Barbell Row,Back,90.0,5,,,,""
2017-09-10,Barbell Row,Back,95.0,5,,,,""
2017-09-10,Flat Barbell Bench Press,Chest,95.0,5,,,,""
2017-09-10,Flat Barbell Bench Press,Chest,100.0,5,,,,""
2017-09-10,Barbell Row,Back,100.0,5,,,,""
2017-09-10,Barbell Row,Back,105.0,5,,,,""
2017-09-10,Flat Barbell Bench Press,Chest,105.0,5,,,,""
2017-09-10,Flat Barbell Bench Press,Chest,110.0,5,,,,""
2017-09-10,Barbell Row,Back,110.0,5,,,,""
2017-09-10,Flat Barbell Bench Press,Chest,115.0,4,,,,""
2017-09-10,Barbell Row,Back,115.0,5,,,,""
2017-09-10,Incline Hammer Strength Chest Press,Chest,87.5,12,,,,""
2017-09-10,Incline Hammer Strength Chest Press,Chest,120.0,8,,,,""
2017-09-10,Hammer Strength Row,Back,120.0,12,,,,""
2017-09-10,Hammer Strength Row,Back,140.0,5,,,,""
2017-09-10,Dip Machine,Triceps,120.0,20,,,,"+ 12 pushup"
2017-09-10,Dip Machine,Triceps,120.0,10,,,,"+ 9 pushup"
2017-09-10,Dip Machine,Triceps,120.0,10,,,,"+ 8"
2017-09-12,Deadlift,Back,155.0,8,,,,""
2017-09-12,Deadlift,Back,130.0,10,,,,""
2017-09-12,Deadlift,Back,175.0,6,,,,""
2017-09-12,Stiff-Legged Deadlift,Legs,105.0,12,,,,""
2017-09-12,Single Leg Curl,Legs,2.5,12,,,,""
2017-09-12,Single Leg Curl,Legs,5.0,12,,,,""
2017-09-12,Stiff-Legged Deadlift,Legs,120.0,10,,,,""
2017-09-12,Trap Bar Deadlift,Back,146.0,8,,,,""
2017-09-12,Trap Bar Deadlift,Back,166.0,6,,,,""
2017-09-12,Trap Bar Deadlift,Back,186.0,4,,,,""
2017-09-12,Stiff-Legged Deadlift,Legs,140.0,8,,,,""
2017-09-16,Lying Leg Curl Machine,Legs,15.0,12,,,,""
2017-09-16,High Bar Squat,Legs,120.0,5,,,,""
2017-09-16,High Bar Squat,Legs,130.0,10,,,,""
2017-09-16,High Bar Squat,Legs,140.0,6,,,,""
2017-09-16,V Squat D24,Legs,120.0,12,,,,""
2017-09-16,V Squat D24,Legs,150.0,8,,,,""
2017-09-16,Leg Extension Machine,Legs,14.24,12,,,,""
2017-09-16,Leg Extension Machine,Legs,17.24,12,,,,""
2017-09-16,Lying Leg Curl Machine,Legs,20.0,7,,,,""
2017-09-19,Deadlift,Back,165.0,10,,,,""
2017-09-19,Deadlift,Back,180.0,5,,,,""
2017-09-19,DY Row 24D,Back,80.0,12,,,,""
2017-09-19,DY Row 24D,Back,100.0,10,,,,""
2017-09-19,Lat Pulldown Close Grip,Back,7.0,12,,,,""
2017-09-19,Lat Pulldown Close Grip,Back,12.0,12,,,,""
2017-09-19,Wide Grip Cable Row,Back,8.0,12,,,,""
2017-09-19,Wide Grip Cable Row,Back,11.0,10,,,,""
2017-09-19,Iso High Row,Back,70.0,12,,,,""
2017-09-19,Iso High Row,Back,100.0,6,,,,""
2017-09-22,Flat Barbell Bench Press,Chest,90.0,10,,,,""
2017-09-22,Flat Barbell Bench Press,Chest,100.0,5,,,,""
2017-09-22,Incline Hammer Strength Chest Press,Chest,70.0,10,,,,""
2017-09-22,Incline Hammer Strength Chest Press,Chest,80.0,10,,,,""
2017-09-22,Military Press,Shoulders,40.0,10,,,,""
2017-09-22,Military Press,Shoulders,45.0,10,,,,""
2017-09-22,Lateral Dumbbell Raise,Shoulders,12.5,12,,,,""
2017-09-22,Lateral Dumbbell Raise,Shoulders,15.0,10,,,,""
2017-09-22,DB Skull Crushers,Triceps,10.0,12,,,,""
2017-09-22,DB Skull Crushers,Triceps,10.0,12,,,,""
2017-09-23,Safety Squat Bar,Legs,125.0,10,,,,""
2017-09-23,Safety Squat Bar,Legs,140.0,6,,,,""
2017-09-23,V Squat D24,Legs,130.0,15,,,,""
2017-09-23,V Squat D24,Legs,160.0,8,,,,""
2017-09-23,Plated Leg Extension,Legs,95.0,12,,,,""
2017-09-23,Plated Leg Extension,Legs,110.0,9,,,,""
2017-09-23,Stiff-Legged Deadlift,Legs,100.0,12,,,,""
2017-09-23,Stiff-Legged Deadlift,Legs,140.0,10,,,,""
2017-09-23,Single Leg Curl,Legs,30.0,8,,,,""
2017-09-23,Single Leg Curl,Legs,40.0,6,,,,""
2017-09-30,Log Press,Shoulders,60.0,5,,,,""
2017-09-30,Log Press,Shoulders,65.0,5,,,,""
2017-09-30,Log Press,Shoulders,70.0,5,,,,""
2017-09-30,Log Press,Shoulders,80.0,1,,,,""
2017-09-30,Log Press,Shoulders,85.0,1,,,,""
2017-09-30,Log Press,Shoulders,60.0,5,,,,""
2017-09-30,Overhead Press,Shoulders,50.0,3,,,,""
2017-09-30,Overhead Press,Shoulders,55.0,3,,,,""
2017-09-30,Overhead Press,Shoulders,60.0,3,,,,""
2017-09-30,Overhead Press,Shoulders,65.0,3,,,,""
2017-09-30,Barbell Row,Back,80.0,10,,,,""
2017-09-30,Barbell Row,Back,90.0,10,,,,""
2017-09-30,Barbell Row,Back,100.0,10,,,,""
2017-09-30,Iso Low Row,Back,60.0,10,,,,""
2017-09-30,Iso Low Row,Back,70.0,10,,,,""
2017-09-30,Iso Low Row,Back,80.0,8,,,,""
2017-09-30,Iso Low Row,Back,60.0,12,,,,""
2017-10-01,High Bar Squat,Legs,142.5,8,,,,""
2018-01-01,Belt Squat,Legs,50.0,15,,,,""
2018-01-01,Belt Squat,Legs,90.0,15,,,,""
2018-01-01,Belt Squat,Legs,120.0,15,,,,""
2018-01-01,Barbell Squat,Legs,120.0,12,,,,""
2018-01-01,Barbell Squat,Legs,120.0,12,,,,""
2018-01-01,Barbell Squat,Legs,120.0,12,,,,""
2018-01-01,Barbell Squat,Legs,100.0,12,,,,""
2018-01-01,Single Leg Press,Legs,35.0,15,,,,""
2018-01-01,Single Leg Press,Legs,35.0,15,,,,""
2018-01-01,Single Leg Press,Legs,45.0,15,,,,""
2018-01-01,Single Leg Press,Legs,45.0,15,,,,""
2018-01-01,Leg Extension Machine,Legs,12.0,15,,,,""
2018-01-01,Leg Extension Machine,Legs,14.0,15,,,,""
2018-01-01,Leg Extension Machine,Legs,16.0,12,,,,""
2018-01-01,Leg Extension Machine,Legs,16.0,10,,,,""
2018-01-01,Standing Calf Raise Machine,Legs,50.0,12,,,,""
2018-01-01,Standing Calf Raise Machine,Legs,50.0,8,,,,""
2018-01-01,Standing Calf Raise Machine,Legs,50.0,6,,,,""
2018-01-02,Low Incline DB Press,Chest,15.0,20,,,,""
2018-01-02,Low Incline DB Press,Chest,20.0,15,,,,""
2018-01-02,Low Incline DB Press,Chest,25.0,10,,,,""
2018-01-02,Low Incline DB Press,Chest,30.0,8,,,,""
2018-01-02,Low Incline DB Press,Chest,20.0,8,,,,""
2018-01-02,DB Skull Crushers,Triceps,15.0,20,,,,""
2018-01-02,DB Skull Crushers,Triceps,17.5,15,,,,""
2018-01-02,DB Skull Crushers,Triceps,20.0,8,,,,""
2018-01-02,DB Skull Crushers,Triceps,20.0,6,,,,""
2018-01-02,DB Skull Crushers,Triceps,12.5,12,,,,""
2018-01-02,EZ-Bar Curl,Biceps,20.0,20,,,,""
2018-01-02,EZ-Bar Curl,Biceps,25.0,15,,,,""
2018-01-02,EZ-Bar Curl,Biceps,30.0,10,,,,""
2018-01-02,EZ-Bar Curl,Biceps,35.0,6,,,,""
2018-01-02,EZ-Bar Curl,Biceps,20.0,10,,,,""
2018-01-02,Straight Bar Pushdown 3-3,Triceps,11.0,6,,,,""
2018-01-02,Straight Bar Pushdown 3-3,Triceps,12.0,6,,,,""
2018-01-02,Straight Bar Pushdown 3-3,Triceps,12.0,6,,,,""
2018-01-02,Banded Face Pull,Shoulders,1.0,20,,,,""
2018-01-02,Banded Face Pull,Shoulders,1.0,20,,,,""
2018-01-02,Banded Face Pull,Shoulders,1.0,20,,,,""
2018-01-02,Banded Face Pull,Shoulders,1.0,20,,,,""
2018-01-05,Deadlift,Back,140.0,10,,,,""
2018-01-05,Deadlift,Back,160.0,10,,,,""
2018-01-05,Sumo Deadlift,Legs,100.0,10,,,,""
2018-01-05,Sumo Deadlift,Legs,100.0,10,,,,""
2018-01-05,Barbell Row,Back,100.0,8,,,,""
2018-01-05,Barbell Row,Back,100.0,8,,,,""
2018-01-05,Barbell Row,Back,100.0,8,,,,""
2018-01-05,Neutral Chin Up,Back,1.0,8,,,,""
2018-01-05,Neutral Chin Up,Back,1.0,8,,,,""
2018-01-05,Neutral Chin Up,Back,1.0,8,,,,""
2018-01-05,Close Grip Cable Row,Back,11.0,12,,,,""
2018-01-05,Close Grip Cable Row,Back,13.0,10,,,,""
2018-01-05,Close Grip Cable Row,Back,15.0,8,,,,""
2018-01-05,Close Grip Cable Row,Back,10.0,8,,,,""
2018-01-05,Underhand Pull Down,Back,45.0,12,,,,""
2018-01-05,Underhand Pull Down,Back,72.0,11,,,,""
2018-01-05,Underhand Pull Down,Back,81.0,8,,,,""
2018-01-05,Iso Low Row,Back,90.0,8,,,,""
2018-01-05,Iso Low Row,Back,90.0,6,,,,""
2018-01-05,Iso Low Row,Back,90.0,6,,,,""
2018-01-05,Iso Low Row,Back,40.0,12,,,,""
2018-01-06,Horiz Iso Chest Press,Chest,40.0,20,,,,""
2018-01-06,Horiz Iso Chest Press,Chest,40.0,20,,,,""
2018-01-06,Horiz Iso Chest Press,Chest,40.0,20,,,,""
2018-01-06,Horiz Iso Chest Press,Chest,40.0,20,,,,""
2018-01-06,Flat Barbell Bench Press,Chest,60.0,6,,,,""
2018-01-06,Flat Barbell Bench Press,Chest,80.0,6,,,,""
2018-01-06,Flat Barbell Bench Press,Chest,90.0,6,,,,""
2018-01-06,Flat Barbell Bench Press,Chest,95.0,6,,,,""
2018-01-06,Flat Barbell Bench Press,Chest,100.0,6,,,,""
2018-01-06,Flat Barbell Bench Press,Chest,60.0,20,,,,"Wide"
2018-01-06,Flat Barbell Bench Press,Chest,60.0,10,,,,"Close"
2018-01-06,Dumbbell Shoulder Press,Shoulders,22.5,12,,,,""
2018-01-06,Dumbbell Shoulder Press,Shoulders,22.5,12,,,,""
2018-01-06,Dumbbell Shoulder Press,Shoulders,22.5,8,,,,""
2018-01-06,V-Bar Push Down,Triceps,15.0,8,,,,""
2018-01-06,V-Bar Push Down,Triceps,15.0,8,,,,""
2018-01-06,V-Bar Push Down,Triceps,15.0,7,,,,""
2018-01-06,Single Arm Cable,Triceps,2.0,15,,,,""
2018-01-06,Single Arm Cable,Triceps,3.0,12,,,,""
2018-01-06,Single Arm Cable,Triceps,4.0,8,,,,""
2018-01-06,Incline Hammer Strength Chest Press,Chest,70.0,9,,,,""
2018-01-06,Incline Hammer Strength Chest Press,Chest,70.0,7,,,,""
2018-01-06,Incline Hammer Strength Chest Press,Chest,70.0,6,,,,""
2018-01-06,Incline Hammer Strength Chest Press,Chest,50.0,4,,,,""
2018-01-06,Lateral Dumbbell Raise,Shoulders,10.0,12,,,,""
2018-01-06,Lateral Dumbbell Raise,Shoulders,10.0,12,,,,""
2018-01-06,Lateral Dumbbell Raise,Shoulders,10.0,10,,,,""
2018-01-08,Belt Squat,Legs,80.0,20,,,,""
2018-01-08,Belt Squat,Legs,120.0,20,,,,""
2018-01-08,Barbell Squat,Legs,60.0,10,,,,""
2018-01-08,Barbell Squat,Legs,100.0,10,,,,""
2018-01-08,Barbell Squat,Legs,125.0,10,,,,""
2018-01-08,Barbell Squat,Legs,125.0,10,,,,""
2018-01-08,Barbell Squat,Legs,130.0,10,,,,""
2018-01-08,Unilateral Leg Press,Legs,80.0,15,,,,""
2018-01-08,Unilateral Leg Press,Legs,80.0,15,,,,""
2018-01-08,Unilateral Leg Press,Legs,80.0,15,,,,""
2018-01-08,Unilateral Leg Press,Legs,80.0,15,,,,""
2018-01-08,Glute-Ham Raise,Legs,0.0,10,,,,""
2018-01-08,Glute-Ham Raise,Legs,0.0,10,,,,""
2018-01-08,Glute-Ham Raise,Legs,0.0,9,,,,""
